words,count
pharmacy,0.06518455136151421
cancel,0.0755273172771853
psychosis,0.09195323058679132
changsha,0.0980749893151647
nov,0.1114108957171334
laboratorial,0.11161277868116584
revision,0.11860973983370228
hallucination,0.11972318713036219
tenth,0.12257746631226918
kit,0.13208325262170426
microscopy,0.1414126697202619
federated,0.1442917440969889
biomedical,0.1497848865193326
texas,0.15394042829887583
anomaly,0.1539503572286552
audit,0.15501582534605796
eastern,0.16159538718296984
counterpart,0.16192746153653426
inotropic,0.16314230155637632
prognostication,0.16340942507875933
leon,0.16741916802174875
ribavirin,0.16887014377097995
living,0.16893397655125275
ecg,0.16952606703719592
peritoneal,0.16992082359959176
pollutant,0.17153759116571488
ciclesonide,0.17262826048932
third,0.17585219696113036
ischaemic,0.17695064173037378
apnoea,0.17766020929206466
neutrophilic,0.17861279949557482
refuse,0.1790988014618394
expire,0.1818249642906446
prioritisation,0.18247984146182308
chf,0.18340003157375806
reinforce,0.18415401772164053
patent,0.18471674774582425
centers,0.18510930397175046
immediately,0.18638696829538778
task,0.19088766638719246
excursion,0.19103511901338055
birmingham,0.1929946835589327
bronchial,0.19309994342422782
obvious,0.19409762128230365
terminal,0.19427752699428116
overt,0.19871437097005748
reportedly,0.19887050905058135
enrolment,0.19892057284660028
cooperation,0.19924288635366233
pilot,0.19946245176727764
contributor,0.2033360067750456
compete,0.20968477803165597
sr,0.21053388085896352
bnp,0.21058186164458062
prognosticate,0.21300184914018408
boston,0.2178612985660158
minute,0.21822284945017695
simultaneous,0.2217807101036855
determination,0.22324594892210986
anonymize,0.22629954645708245
years,0.22755340282459913
last,0.22803847829665194
apache,0.22923092659202357
phenotypic,0.23043796431400898
internal,0.23071986158617336
israel,0.23122319852602533
favipiravir,0.2313304616246895
diastolic,0.23488356044049435
osteoarthritis,0.23585949166235715
actual,0.23689863617782064
cognition,0.23806611173369072
abovementioned,0.23825195375531572
ailment,0.23971526981154456
emr,0.23988502886814858
proquest,0.24273506455845048
representation,0.24278119871085918
fall,0.2436849160449009
london,0.24391919030886655
ia,0.24462869124892328
veterans,0.2448641032044404
receipt,0.24497877422097164
leq,0.24593421685350844
tricuspid,0.24838815847756146
cardiology,0.2502071427710794
ontario,0.25082362238356737
remained,0.2539710392638853
kruskal,0.2551737863810108
wallis,0.2551737863810108
standardised,0.25547552509056465
alive,0.2556857721772364
inconclusive,0.2563601386145608
philadelphia,0.2565418729594171
mineral,0.2571601139851734
subdivide,0.2581802219312037
ctd,0.2584405461080406
restart,0.25868153222416984
hypoxemic,0.2604860683179777
seasonal,0.2608335163906922
methods,0.2618468729911879
hypersensitive,0.26316484682881053
caucasian,0.2638935336459268
stratified,0.2639353431235828
pennsylvania,0.26481941904472894
overload,0.26656512320312464
routinely,0.26686268879917946
icd,0.2677029883829219
crrt,0.267933605885548
channel,0.26882748123405176
specially,0.27006341368723163
specialized,0.27016753833703266
elder,0.2758605748887631
reduced,0.2772612824828189
mi,0.27800843902851924
confirmation,0.27860800588636925
private,0.2830888202186519
smoke,0.28438712126983157
lymphohistiocytosis,0.284697691613342
radioactive,0.28527279376676556
iodine,0.28527279376676556
sampling,0.2860274919127342
trauma,0.28764430591652795
