words,count
morbimortality,0.0793394407008267
units,0.08752100451566623
infective,0.08801844525531592
approximate,0.09095496276130774
categorization,0.09446887246314054
considerably,0.09537118862858583
castilla,0.09790208387409685
extrapolate,0.10223301336270395
nov,0.10501088358723851
volunteer,0.10763265163242011
standardisation,0.11006446117748149
laboratorial,0.11209347205807922
nanchang,0.11472957957903011
proxy,0.11584189654404532
disturb,0.1205971745341841
multisystemic,0.12255960957632339
mu,0.12276416093318536
fair,0.12349571303172012
urgency,0.1258038290633036
neutropenia,0.12846068032603142
sophisticated,0.12854309553685636
faculty,0.12899411306164726
ciclesonide,0.1320447644080055
exceed,0.13210208762125325
latent,0.13327286320246753
arrive,0.134606789236897
wait,0.13468479419351861
henry,0.13519656791665488
equal,0.13572328582285229
stability,0.13785487339888472
biochemistry,0.13927911476582588
balanced,0.14008723338998252
unaffected,0.14219551942191935
extra,0.1424682044537527
exponentially,0.14382341865770895
conjunction,0.14784768141763324
inspire,0.14961725480479782
rarely,0.15415601067688833
tenofovir,0.1560198843599296
methylprednisolone,0.15643442093112048
culture,0.1564583180578548
tabulation,0.1568725980393452
external,0.1576729856196788
characterization,0.1586788814016534
neutrophilic,0.15931932508831026
hispanics,0.15959835010005788
compassionate,0.16197722763202527
stratified,0.16315724161021303
reinforce,0.16375968238211963
hypokalemia,0.16508479174242213
antiretroviral,0.16514544434352138
eligibility,0.16781958171444836
lose,0.16798268607244068
informal,0.16807285083747853
leon,0.16814020808711885
hydroxyvitamin,0.16901535393513847
eventually,0.17249775311029267
lymphocytic,0.1729805476303559
cases,0.17391331649815436
sgtf,0.17394810500885013
prognostication,0.17538184428092346
individualized,0.17778751380698904
branch,0.18105678285974397
microbiological,0.1813362692800591
seasonal,0.18282673652174591
universities,0.18356130756640268
scheme,0.18395562430529466
tachypnea,0.1872696820601895
speed,0.1874357304204009
thoroughly,0.18910066498497746
persist,0.19036496069657
hematuria,0.19243840877041657
counterpart,0.193253381906218
appetite,0.1944006974638078
extremely,0.19527078180204194
notable,0.19583624742222755
remove,0.19655397719618692
conform,0.1971126613114581
conflict,0.19885749098720193
halt,0.19971225645881385
repression,0.1998262881650937
backward,0.19995102054788927
micromol,0.20009741227016306
sugar,0.20264750880856758
nationally,0.20377286836486466
eg,0.2047712084069631
intubate,0.20670176852987168
cast,0.20703958875623416
sinai,0.20724279000834764
emirates,0.2077454169491591
practical,0.20893089476310928
specialized,0.2094318368044053
kruskal,0.21154780675984136
wallis,0.21154780675984136
overcrowding,0.2126659561713226
progressively,0.21294457961593133
gfr,0.2143333118814369
hairiness,0.21515824341365003
feb,0.21640844847988072
barotrauma,0.21841722381862821
drainage,0.2185730302911276
appendicular,0.2185730302911276
anonymize,0.22025148518605467
mug,0.22077619460872883
alp,0.22113613723116893
improving,0.22179881973080587
save,0.2229047060111234
midwest,0.2245317383680216
dwell,0.2245853996351229
appraise,0.22513651909422014
mildly,0.22594593513744773
kawasaki,0.22599470599007349
complaint,0.22689895156188689
floor,0.2276481228709043
postcovid,0.22793568250993612
binary,0.22805306903785477
decide,0.22821177911643314
ccs,0.22853248738309656
mestizo,0.2300540138320258
pss,0.23065107218200687
hu,0.23065107218200687
hfo,0.2316952979345685
prevail,0.2331537491300243
ukrainian,0.23328436962019267
gt,0.23335248755483234
hepatocyte,0.23430203910233022
alcohol,0.23472658633449545
optimise,0.23536228496819073
operating,0.23582097293276955
apoe,0.23772133768697548
manchester,0.23781603561778533
eighty,0.2384121065294146
nmol,0.2414395720113259
ageusia,0.24148454683324563
electrocardiographic,0.2416821117663312
skeletal,0.24294569558977855
transformation,0.2435625763883574
ntprobnp,0.2450524728603666
overcrowded,0.24521218765440925
irr,0.24521218765440925
combined,0.24532092274064068
comparative,0.24634232978260628
asians,0.24718719325570804
ftc,0.24771816651528208
glycemic,0.24788221604764984
apart,0.2481306518018762
student,0.24844354569742888
hospitalized,0.24973591298780418
mc,0.25193994808272535
infrastructure,0.2543532655604239
suspected,0.25563923931879967
southern,0.25577839379432243
derivation,0.25639417215799915
methods,0.25655617242272877
hepatitis,0.25721950082972794
household,0.2578001247645054
involved,0.25844707209759876
pts,0.2620127426745959
alcoholic,0.26220099737160873
glycemia,0.2630466829339333
concordance,0.26309088426650595
hypoalbuminemia,0.2636510862412407
serial,0.2643174141906934
affiliated,0.26458567374308545
residence,0.2649177316432174
german,0.26503033284804833
housing,0.2653336688820764
los,0.2658322171816583
emergent,0.26634421425422117
hb,0.26786278839168065
hcov,0.26806891488544854
smcsa,0.2682892917017895
warning,0.2690524818932673
stand,0.2703383355440493
discriminate,0.27041340835264255
remained,0.27211557851415347
positioning,0.2730273855657769
hscrp,0.2735702364202144
rchads,0.2740875837350636
step,0.27416603116952365
yield,0.274168282358315
power,0.27421819666239394
all,0.2761281875849109
hd,0.2764854203821146
da,0.2784977414203201
pls,0.2784977414203201
oxiris,0.27971528710408855
unmeasured,0.280286751418978
verify,0.2819657481788859
thirteen,0.2831634025409343
core,0.2834591281604472
helpful,0.2844053512821013
ppe,0.28648716159114573
myo,0.28715389986247086
dedicated,0.2891693439144645
ambulatory,0.29004091800879866
mortal,0.2909578011835339
appendectomy,0.29143070705483676
caucasian,0.2921316618391442
phq,0.29380738606982165
hypoxemic,0.2963087790773082
worsening,0.29703278488024554
anc,0.29809674511362927
identifier,0.298826073132333
sn,0.29998299223641023
particulate,0.3002263366888438
fungus,0.30199102737661454
sampling,0.3020546601334364
southwest,0.3021722460338291
neutrophils,0.30240200683300905
inversely,0.30246861533434344
electrocardiography,0.30444385220207576
alopecia,0.3049036356097355
easily,0.3063285893802984
anaesthesiology,0.3092309668148261
prediabete,0.31145924816061504
thousand,0.3140065302491378
haemoglobin,0.3157530848707504
add,0.31593274921759884
radiologically,0.31611534567613814
alive,0.3161310743145264
alkaline,0.31655155211550173
phosphatase,0.31655155211550173
coexistence,0.31921705612386464
san,0.3211355047617132
pneumoniae,0.3216606553767831
ekg,0.32413183088897957
nyc,0.32694958353921233
mechanically,0.3275725225219255
sicu,0.3287493555423208
existence,0.3295704289105067
bnp,0.32958618898141695
egyptian,0.33026230509753196
seropositivity,0.33029088868704276
assistance,0.3321523566169633
part,0.33345490822474894
portion,0.33375518184222824
electrocardiogram,0.3346155064063736
fail,0.33626470413692255
huoshenshan,0.3365377340348029
jan,0.3377830234397286
disproportionately,0.33904848108416175
standardize,0.3392485589772287
supplement,0.33927340920163146
mycoplasma,0.3404744983497122
uae,0.3419286534911962
hstni,0.34237607729061625
chanel,0.34406777758648016
ggt,0.34947034582512304
bun,0.35017577698085667
microg,0.35650105486188627
externally,0.357788112660161
virologic,0.358809442210831
anakinra,0.3598405070122113
supplementary,0.35995166872937834
gasotransmitter,0.36012629294517756
transferase,0.36050543282931113
glutamyl,0.36050543282931113
lactic,0.36069484209017955
eld,0.3640820441493532
abscess,0.36428838381854595
ll,0.3643202430892933
hnc,0.3643202430892933
inconsistent,0.36456514051876254
ie,0.36773888133107374
operator,0.36905535560678215
hypercoagulopathy,0.36920022563920174
pov,0.3705603356758586
metabolism,0.37103727134948894
reliable,0.3715972653825008
iii,0.3740783201820995
precision,0.37438432640207153
recording,0.37478946262194623
intolerance,0.37521203371442235
cxcl,0.37530177836281003
think,0.37700857117402325
dosage,0.37904776873276735
invasion,0.37950741084389483
hyper,0.3822770654278934
nonanemic,0.3823432679686
readmitte,0.3828122550594394
shanghai,0.3850499347629191
categorise,0.38538842781527094
avoid,0.38685620810320337
accurate,0.38708293807234606
renmin,0.3876522491095543
separate,0.38890079673149075
minimum,0.3900199958446019
tnt,0.39194971014900903
mmi,0.3930191140118939
marseille,0.39541098228913885
recurrent,0.3958516312329549
correspond,0.39650322756618034
allocation,0.39949049511806317
rasis,0.3996525763301874
break,0.40020559654944426
nis,0.4006476901042051
airr,0.4006476901042051
aa,0.40134924284955487
availability,0.4016427158655351
traditional,0.40267201890404636
rale,0.40739009364285517
chictr,0.4074572340779806
bcrss,0.40812727876347493
zcta,0.4086869794240154
multigenerational,0.4086869794240154
asian,0.40952979624219343
whr,0.410151408692693
postmenopausal,0.41071669153575796
gather,0.4115291039009131
incorporate,0.4116523499054201
microbiology,0.4123079557531015
hypersensitive,0.41453426183292874
nomogram,0.41520117012319274
ultimately,0.4152612652384615
staging,0.4155981088557584
aggressive,0.4199074076219494
conventional,0.42080885698154435
lai,0.4216431666236033
psm,0.4274066764487725
accurately,0.4284988675679002
gabrin,0.43031648682730006
clustering,0.4336600171114066
leucocyte,0.43569200553339055
acci,0.43573614206306893
sciences,0.4365445464823521
ccu,0.4382296802836287
histopathologic,0.43829855434285425
predominantly,0.4399094059719708
purification,0.4404314322360379
