words,count
cascade,0.038480143289238766
prophylactic,0.038480143289238766
inherent,0.038480143289238766
nonsignificant,0.038480143289238766
differentially,0.056852783814525285
attribute,0.056852783814525285
nonpregnant,0.056852783814525285
denmark,0.06091914286008304
igm,0.06496641983861404
microbiology,0.06542563021005258
gestational,0.06542563021005258
foreign,0.06542563021005258
universally,0.06542563021005258
exaggerated,0.06542563021005258
linkage,0.06542563021005258
bear,0.06542563021005258
obstetrical,0.06542563021005258
subcutaneous,0.07165929739728885
adiposity,0.07198646071716504
whtr,0.07198646071716504
height,0.07198646071716504
turin,0.07363722956501699
placental,0.07363722956501699
sant,0.07363722956501699
anna,0.07363722956501699
reassure,0.07363722956501699
malperfusion,0.07363722956501699
sepsis,0.07375907357326122
terminal,0.07601544702992677
ideal,0.07601544702992677
heightened,0.07601544702992677
cheap,0.07601544702992677
candidate,0.07601544702992677
intense,0.07601544702992677
license,0.07601544702992677
silico,0.07601544702992677
synthesis,0.07601544702992677
devastating,0.07601544702992677
dangerous,0.07601544702992677
adipocyte,0.07601544702992677
adipose,0.07601544702992677
cysteinyl,0.07601544702992677
diminish,0.07601544702992677
bame,0.07601544702992677
affinity,0.07601544702992677
visceral,0.07601544702992677
paracrine,0.07601544702992677
consume,0.07601544702992677
irreparable,0.07601544702992677
disproportionate,0.07601544702992677
expensive,0.07601544702992677
approve,0.07640401134023372
icatibant,0.07696028657847753
kallikrein,0.07696028657847753
kinin,0.07696028657847753
utility,0.077844839785478
origin,0.07890274627414268
member,0.07894570072626252
paper,0.07937359847728062
implement,0.08195188121321678
attach,0.08195188121321678
cardiothoracic,0.08360340383092728
concordant,0.08360340383092728
methods,0.08360340383092728
nonelderly,0.08360340383092728
rsna,0.08360340383092728
scoring,0.08360340383092728
genome,0.08563114877513513
fast,0.08563114877513513
neutralize,0.08593994781131684
discussion,0.08593994781131684
supplement,0.08943358207413396
warning,0.08943358207413396
medium,0.0897536759352982
aerosol,0.09037454965355379
magnitude,0.09037454965355379
mitigation,0.09037454965355379
launch,0.09037454965355379
identification,0.0907004541197155
elevation,0.09302831393824752
partially,0.09378320867503495
primarily,0.09452189324509336
multisystem,0.09452189324509336
useful,0.09533763593841409
proportional,0.09663507736725375
broad,0.09684914954758019
wear,0.09705999770242642
scientist,0.09705999770242642
security,0.09705999770242642
silently,0.09705999770242642
endocytosis,0.09705999770242642
facemask,0.09705999770242642
false,0.09705999770242642
unimaginable,0.09705999770242642
clue,0.09705999770242642
suffering,0.09705999770242642
assembly,0.09705999770242642
myalgia,0.09710110145525315
pain,0.09710110145525315
prediction,0.09710110145525315
mutation,0.09741001091807314
pack,0.09741001091807314
lanka,0.09741001091807314
colombo,0.09741001091807314
circulation,0.09741001091807314
dense,0.09741001091807314
densely,0.09741001091807314
sri,0.09741001091807314
kg,0.09812120097748829
specifically,0.09812120097748829
